Mean squared error,Mean Absolute Error,Root Mean Squared Error,Mean Absolute Percentage Error,R2,Look back,Batch size,Epochs,LSTM values,LSTM models,Dropout values
0.7046197708257977,0.6588407361262127,0.839416327471534,1.2621843065807123,0.9866594278385102,200,16,10,50,0,0
0.634270164430778,0.6243066285275191,0.7964108013021785,1.2039340765653097,0.9862928320984179,10,16,5,50,0,0.2
