Mean squared error,Mean Absolute Error,Root Mean Squared Error,Mean Absolute Percentage Error,R2,Look back,Batch size,Epochs,neurons,Layers,Dropout values
0.7354764430789381,0.6758321234661004,0.857599232205194,1.2982260413263673,0.9841056703305778,10,16,5,100,1,0
1.7259252759656916,0.9470138566595224,1.31374475297361,1.722485360223525,0.9627011502827388,10,16,5,100,1,0.2
1.0081081484437748,0.7642048598538911,1.004045889610517,1.417570264000393,0.9782138457260195,10,16,5,100,2,0
1.0283265766011946,0.7972620484836286,1.0140643848401316,1.5156239066368125,0.9777769066975087,10,16,5,100,2,0.2
1.2159976393927816,0.8723976309898572,1.1027228298139027,1.7014392170840564,0.9737211605624824,10,16,10,50,1,0
0.9308288384525907,0.7653637659573678,0.9647947131139301,1.4655726766716293,0.9798839234575146,10,16,10,50,1,0.2
0.7603874159207573,0.6768242390230619,0.8720019586679593,1.3016367404379698,0.9835673210490204,10,16,10,50,2,0
4.78752203282752,1.3679491939583805,2.188040683540304,2.414444230691216,0.8965371981584791,10,16,10,50,2,0.2
1.0537776398298637,0.8137141077143353,1.0265367211307463,1.571632557010236,0.9772268855605973,10,16,10,100,1,0
0.8462899421559842,0.7296389655120067,0.9199401840097997,1.381402212613982,0.9817108875979326,10,16,10,100,1,0.2
0.8667615174217931,0.7352756782265688,0.9310002778849172,1.4171872243676937,0.9812684778250716,10,16,10,100,2,0
1.9170745304603922,1.0826849343469083,1.3845846057429616,2.0775591829306745,0.9585702371915129,10,16,10,100,2,0.2
0.7018859371875695,0.6431224821939027,0.8377863314637984,1.2458573729826303,0.9852301019617598,50,16,5,50,1,0
1.450726646076344,0.871144483432593,1.2044611434481163,1.5997412798905888,0.9694721271525066,50,16,5,50,1,0.2
0.7411826875294306,0.6629101992761475,0.8609196754224117,1.2710722042218408,0.9844031741590613,50,16,5,50,2,0
1.062949794312555,0.777986853574033,1.0309945656076733,1.4617957294165633,0.9776321774665085,50,16,5,50,2,0.2
0.8435306641295371,0.7246073625963224,0.9184392544580927,1.4054501777522284,0.982249449317585,50,16,5,100,1,0
1.4046456253145698,0.9086488781839335,1.1851774657470373,1.6967601475009224,0.9704418174427504,50,16,5,100,1,0.2
46.90438833796374,5.410627437036779,6.848677853276772,9.94290132969276,0.01298345415828539,50,16,5,100,2,0
2.2198716548890456,1.186147264128426,1.489923372153429,2.297511333614043,0.9532868857124162,50,16,5,100,2,0.2
1.1216432216816397,0.7975295306224698,1.0590765891481313,1.4774218782606092,0.9763970822867564,50,16,10,50,1,0
0.8002628060645532,0.6984340658906849,0.8945740919926942,1.3319420822569434,0.9831599417752535,50,16,10,50,1,0.2
1.2648520080263854,0.9161053594398751,1.1246563955388265,1.7693558577365445,0.9733835168904079,50,16,10,50,2,0
1.7193600187782094,1.0091115946463276,1.3112436916066401,1.9056413222197728,0.9638192321246143,50,16,10,50,2,0.2
0.9352503871834642,0.7639647304709731,0.9670834437541903,1.4564115925739498,0.9803193765153996,50,16,10,100,1,0
1.2421318411831672,0.9115843895388978,1.1145096864465411,1.7507598155658464,0.9738616209952298,50,16,10,100,1,0.2
22.608653167959105,3.383971123260094,4.754855746282857,6.120273148427654,0.5242424952824553,50,16,10,100,2,0
2.170151232130883,1.0794226888700575,1.4731433169012726,2.00367256480888,0.9543331605209682,50,16,10,100,2,0.2
